,mx1,mx2,mx3,mx4,mx5,mx6,mx7,cp1,cp2,ce19,ce37,cu1,cu2,cu3,cu4,cu5,cu7,cu16,cu17,cu18,cu19,cu20,cu21,cu23,cu25,cu29,cu34,cu37,cu38,cu41,cu52,cu53,cu54,cu55,cu56,cu57,cu61,cu64,cu65,cu67,cu68,cu72,cu74,cu75,cu76,cu77,cu78,cu80,cu81,cu82,cu83,cu84,cu85
14045,13.0,4.0,9.0,11.0,6.0,6.0,8.0,35.0,2.0,9.0,1606.0,23.0,15.0,8.0,475391.0,29012.0,300.0,2.0,1.0,4.0,5.0,13.0,13.0,0.0,15.0,13.0,5.0,1.0,2.0,18.0,1.0,3.0,6.0,14.0,15.0,18.0,18.0,574.0,18.0,1.0,1000.0,4.0,19600.0,24.0,24.0,0.0,41.0,32.0,6.0,13.0,18.0,29012.0,3472.0
27071,14.0,0.0,13.0,3.0,0.0,0.0,0.0,52.0,2.0,8.0,2000.0,47.0,30.0,17.0,165546.0,145275.0,122.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,26.0,5.0,6.0,6.0,447.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,54.0,447.0,5.0,21550.0,14.0,85575.0,24.0,24.0,15.0,161.0,69.0,84.0,69.0,447.0,109766.0,79.0
20206,2.0,0.0,0.0,1.0,0.0,0.0,0.0,43.0,1.0,14.0,2000.0,15.0,12.0,3.0,9373.0,0.0,177.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,4.0,1.0,0.0,1.0,222.0,0.0,0.0,0.0,0.0,3.0,16.0,16.0,-1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,222.0,0.0,327.0
15595,38.0,2.0,19.0,16.0,1.0,8.0,18.0,31.0,1.0,18.0,4000.0,63.0,36.0,27.0,550866.0,7525.0,67.0,6.0,1.0,4.0,4.0,26.0,30.0,0.0,34.0,35.0,23.0,3.0,25.0,18.0,2.0,5.0,8.0,26.0,37.0,18.0,18.0,47.0,18.0,2.0,7750.0,18.0,33000.0,7.0,7.0,0.0,121.0,84.0,11.0,84.0,18.0,183.0,11215.0
20618,11.0,0.0,11.0,4.0,1.0,3.0,5.0,46.0,2.0,11.0,2000.0,20.0,9.0,11.0,259419.0,241393.0,500.0,6.0,0.0,0.0,1.0,3.0,3.0,0.0,7.0,4.0,4.0,4.0,6.0,29.0,1.0,3.0,3.0,6.0,7.0,15.0,16.0,15.0,15.0,4.0,142975.0,7.0,33231.0,23.0,23.0,7.0,84.0,48.0,84.0,48.0,29.0,234969.0,1200.0
20008,5.0,3.0,5.0,5.0,5.0,5.0,5.0,37.0,2.0,15.0,2000.0,7.0,5.0,2.0,2866.0,0.0,400.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,21.0,2.0,4.0,5.0,5.0,5.0,16.0,16.0,-1.0,16.0,1.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,21.0,0.0,2866.0
32484,1.0,0.0,1.0,1.0,0.0,0.0,0.0,30.0,1.0,5.0,1071.0,1.0,0.0,1.0,5911.0,0.0,7726.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,1.0,1.0,1.0,1.0,17.0,17.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,990.0
1973,3.0,0.0,2.0,0.0,1.0,1.0,1.0,59.0,1.0,2.0,2000.0,4.0,1.0,3.0,235831.0,0.0,2000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1043.0,0.0,1.0,1.0,1.0,1.0,39.0,409.0,-1.0,409.0,1.0,0.0,0.0,5000.0,23.0,0.0,23.0,0.0,0.0,84.0,0.0,36.0,0.0,2405.0
13442,6.0,0.0,6.0,3.0,3.0,4.0,5.0,45.0,1.0,10.0,4000.0,7.0,2.0,5.0,6186.0,0.0,500.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,3.0,1.0,3.0,8.0,3.0,3.0,4.0,6.0,6.0,11.0,11.0,-1.0,55.0,3.0,4727.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3495.0
6943,9.0,5.0,9.0,7.0,7.0,7.0,7.0,50.0,1.0,10.0,2000.0,15.0,9.0,6.0,22912.0,22219.0,500.0,4.0,3.0,4.0,5.0,5.0,5.0,0.0,8.0,6.0,4.0,0.0,3.0,19.0,2.0,4.0,7.0,7.0,7.0,16.0,16.0,-1.0,16.0,1.0,600.0,2.0,0.0,68.0,68.0,1.0,131.0,84.0,15.0,84.0,19.0,22219.0,693.0
33756,3.0,1.0,2.0,3.0,2.0,2.0,2.0,19.0,1.0,8.0,1000.0,3.0,1.0,2.0,7271.0,113.0,400.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,24.0,1.0,2.0,2.0,2.0,3.0,19.0,19.0,-1.0,24.0,0.0,0.0,1.0,0.0,19.0,19.0,0.0,19.0,5.0,0.0,1.0,24.0,113.0,943.0
34461,15.0,1.0,13.0,12.0,1.0,6.0,10.0,41.0,2.0,8.0,2000.0,26.0,16.0,10.0,189247.0,142582.0,200.0,2.0,1.0,4.0,6.0,13.0,14.0,0.0,16.0,14.0,6.0,2.0,5.0,22.0,1.0,6.0,7.0,15.0,19.0,13.0,13.0,1770.0,13.0,1.0,4900.0,5.0,57000.0,24.0,24.0,8.0,102.0,13.0,6.0,13.0,22.0,130432.0,8379.0
22961,8.0,0.0,6.0,4.0,0.0,0.0,0.0,29.0,2.0,5.0,2000.0,16.0,9.0,7.0,65146.0,68808.0,300.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,5.0,2.0,3.0,370.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,638.0,370.0,1.0,300.0,6.0,601.0,53.0,53.0,48.0,145.0,78.0,12.0,78.0,370.0,78549.0,0.0
29956,13.0,5.0,13.0,11.0,7.0,11.0,13.0,20.0,1.0,22.0,15000.0,14.0,6.0,8.0,5583.0,0.0,300.0,0.0,2.0,3.0,4.0,6.0,6.0,0.0,6.0,6.0,7.0,1.0,8.0,20.0,2.0,6.0,11.0,14.0,14.0,20.0,20.0,20.0,20.0,2.0,1300.0,0.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,4253.0
4466,16.0,1.0,15.0,5.0,2.0,2.0,4.0,30.0,1.0,17.0,4000.0,39.0,25.0,14.0,82067.0,69799.0,50.0,23.0,1.0,1.0,2.0,2.0,2.0,0.0,24.0,23.0,10.0,4.0,10.0,21.0,1.0,2.0,2.0,4.0,4.0,19.0,19.0,40.0,19.0,7.0,9730.0,12.0,30350.0,24.0,24.0,8.0,235.0,33.0,33.0,33.0,21.0,52993.0,2940.0
25921,12.0,4.0,9.0,7.0,5.0,6.0,6.0,50.0,2.0,12.0,2000.0,23.0,16.0,7.0,46926.0,39846.0,437.0,9.0,3.0,4.0,5.0,5.0,7.0,0.0,15.0,6.0,3.0,1.0,3.0,12.0,3.0,6.0,7.0,7.0,9.0,6.0,6.0,1456.0,12.0,1.0,600.0,3.0,1.0,24.0,24.0,0.0,64.0,43.0,38.0,37.0,12.0,39846.0,2882.0
25137,5.0,0.0,5.0,1.0,0.0,0.0,1.0,54.0,2.0,7.0,1000.0,17.0,11.0,6.0,36942.0,5810.0,1325.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,1.0,99.0,1.0,1.0,1.0,2.0,2.0,72.0,72.0,-1.0,72.0,2.0,7000.0,1.0,0.0,23.0,23.0,0.0,23.0,13.0,13.0,13.0,3.0,6268.0,1542.0
24945,12.0,4.0,12.0,11.0,5.0,10.0,11.0,26.0,1.0,9.0,1606.0,12.0,8.0,4.0,4366.0,0.0,1050.0,0.0,4.0,6.0,8.0,8.0,8.0,0.0,8.0,8.0,3.0,1.0,4.0,12.0,4.0,8.0,10.0,11.0,12.0,12.0,12.0,54.0,12.0,2.0,2655.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2317.0
31520,13.0,1.0,6.0,8.0,0.0,0.0,0.0,41.0,2.0,5.0,1000.0,48.0,36.0,12.0,90028.0,86929.0,300.0,31.0,0.0,0.0,1.0,1.0,5.0,0.0,34.0,11.0,8.0,0.0,7.0,200.0,0.0,0.0,0.0,0.0,6.0,14.0,201.0,-1.0,201.0,6.0,13900.0,10.0,0.0,61.0,61.0,6.0,312.0,84.0,6.0,84.0,200.0,26540.0,473.0
17694,2.0,0.0,2.0,2.0,2.0,2.0,2.0,30.0,1.0,4.0,1000.0,7.0,7.0,0.0,0.0,0.0,300.0,5.0,1.0,2.0,2.0,2.0,2.0,0.0,6.0,3.0,0.0,0.0,0.0,29.0,1.0,2.0,2.0,2.0,2.0,24.0,24.0,-1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,0.0,0.0
34433,8.0,2.0,8.0,6.0,3.0,3.0,7.0,30.0,2.0,5.0,1000.0,12.0,8.0,4.0,18554.0,28739.0,400.0,2.0,1.0,3.0,5.0,5.0,6.0,0.0,6.0,7.0,1.0,2.0,3.0,27.0,1.0,1.0,3.0,7.0,8.0,8.0,8.0,35.0,8.0,0.0,0.0,3.0,1000.0,15.0,15.0,13.0,18.0,13.0,13.0,13.0,27.0,17489.0,114.0
27444,13.0,0.0,4.0,11.0,0.0,0.0,0.0,43.0,2.0,6.0,3000.0,201.0,185.0,16.0,378583.0,55012.0,400.0,174.0,0.0,0.0,0.0,2.0,11.0,0.0,157.0,136.0,13.0,2.0,8.0,209.0,0.0,0.0,0.0,0.0,7.0,13.0,13.0,67.0,13.0,1.0,700.0,5.0,4000.0,47.0,23.0,47.0,87.0,37.0,4.0,37.0,209.0,54612.0,766.0
19712,27.0,13.0,27.0,18.0,8.0,17.0,27.0,30.0,1.0,16.0,2500.0,73.0,66.0,7.0,17304.0,0.0,50.0,4.0,4.0,14.0,17.0,32.0,62.0,0.0,66.0,64.0,7.0,0.0,7.0,16.0,1.0,12.0,17.0,37.0,68.0,16.0,16.0,-1.0,16.0,3.0,7900.0,0.0,0.0,89.0,0.0,89.0,0.0,0.0,84.0,0.0,16.0,0.0,17022.0
17833,6.0,2.0,4.0,3.0,2.0,3.0,3.0,27.0,1.0,11.0,15000.0,6.0,3.0,3.0,8542.0,0.0,750.0,0.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,2.0,0.0,1.0,22.0,1.0,3.0,4.0,4.0,6.0,22.0,22.0,-1.0,22.0,2.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,3248.0
26091,17.0,0.0,13.0,1.0,2.0,4.0,8.0,38.0,2.0,12.0,5000.0,70.0,55.0,15.0,59114.0,40736.0,678.0,38.0,0.0,0.0,3.0,6.0,17.0,0.0,54.0,52.0,8.0,1.0,10.0,28.0,1.0,2.0,4.0,9.0,20.0,61.0,61.0,575.0,61.0,3.0,5250.0,12.0,1.0,15.0,15.0,1.0,44.0,84.0,5.0,84.0,28.0,40501.0,961.0
35058,11.0,0.0,10.0,6.0,0.0,0.0,0.0,27.0,2.0,7.0,8000.0,35.0,22.0,13.0,78171.0,80385.0,400.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,18.0,9.0,1.0,9.0,368.0,0.0,0.0,0.0,0.0,2.0,16.0,16.0,755.0,276.0,7.0,8145.0,10.0,8000.0,39.0,24.0,39.0,185.0,29.0,16.0,29.0,221.0,74058.0,564.0
10096,15.0,3.0,13.0,6.0,2.0,7.0,8.0,27.0,1.0,23.0,4000.0,29.0,17.0,12.0,69235.0,15593.0,300.0,11.0,2.0,4.0,4.0,4.0,6.0,0.0,11.0,10.0,7.0,2.0,7.0,13.0,3.0,6.0,7.0,8.0,11.0,6.0,6.0,12.0,6.0,3.0,11491.0,1.0,19000.0,37.0,4.0,37.0,17.0,13.0,84.0,13.0,13.0,168.0,40061.0
4578,7.0,0.0,6.0,4.0,0.0,0.0,0.0,31.0,1.0,8.0,5000.0,26.0,19.0,7.0,44170.0,76856.0,300.0,16.0,0.0,0.0,0.0,0.0,3.0,0.0,18.0,16.0,5.0,1.0,4.0,253.0,1.0,1.0,1.0,1.0,3.0,15.0,15.0,580.0,201.0,4.0,12648.0,6.0,500.0,24.0,24.0,16.0,53.0,24.0,84.0,24.0,29.0,33257.0,171.0
10523,9.0,0.0,5.0,4.0,1.0,1.0,1.0,33.0,2.0,7.0,2000.0,29.0,20.0,9.0,84497.0,76674.0,400.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,4.0,0.0,4.0,9.0,1.0,1.0,1.0,1.0,4.0,35.0,42.0,1467.0,42.0,1.0,400.0,7.0,0.0,24.0,24.0,10.0,70.0,13.0,10.0,13.0,9.0,60884.0,400.0
20043,3.0,2.0,3.0,3.0,3.0,3.0,3.0,36.0,1.0,12.0,3500.0,4.0,3.0,1.0,1132.0,0.0,500.0,0.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,-1.0,5.0,1.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1132.0
33933,18.0,0.0,14.0,15.0,0.0,4.0,12.0,22.0,2.0,4.0,1000.0,36.0,25.0,11.0,44946.0,636.0,400.0,4.0,3.0,5.0,6.0,11.0,21.0,0.0,23.0,23.0,8.0,2.0,8.0,31.0,0.0,1.0,5.0,13.0,28.0,20.0,20.0,30.0,20.0,0.0,0.0,3.0,3000.0,39.0,39.0,28.0,74.0,4.0,3.0,2.0,31.0,318.0,8313.0
29254,4.0,0.0,4.0,3.0,3.0,3.0,3.0,45.0,2.0,13.0,2000.0,33.0,30.0,3.0,44631.0,43037.0,750.0,28.0,2.0,2.0,2.0,2.0,2.0,0.0,30.0,17.0,2.0,1.0,0.0,28.0,2.0,3.0,3.0,3.0,3.0,20.0,20.0,-1.0,20.0,2.0,37757.0,2.0,1.0,24.0,24.0,8.0,32.0,53.0,53.0,53.0,20.0,38285.0,797.0
2706,7.0,2.0,7.0,3.0,1.0,3.0,4.0,37.0,1.0,5.0,6000.0,38.0,33.0,5.0,48282.0,8792.0,500.0,28.0,1.0,1.0,2.0,3.0,5.0,0.0,32.0,32.0,2.0,2.0,3.0,9.0,2.0,2.0,3.0,5.0,7.0,9.0,9.0,45.0,9.0,2.0,3663.0,1.0,39700.0,2.0,2.0,0.0,2.0,3.0,1.0,3.0,9.0,10236.0,4261.0
7802,13.0,3.0,12.0,10.0,5.0,9.0,11.0,25.0,1.0,15.0,1606.0,26.0,15.0,11.0,508494.0,104046.0,147.0,2.0,4.0,5.0,5.0,8.0,13.0,0.0,15.0,12.0,8.0,0.0,7.0,8.0,4.0,9.0,9.0,14.0,19.0,8.0,8.0,-1.0,8.0,4.0,9325.0,3.0,0.0,1.0,1.0,0.0,3.0,13.0,0.0,13.0,8.0,103941.0,11259.0
28322,5.0,0.0,1.0,4.0,0.0,0.0,2.0,40.0,1.0,8.0,1606.0,42.0,38.0,4.0,313776.0,298788.0,500.0,29.0,1.0,1.0,1.0,6.0,9.0,0.0,37.0,29.0,2.0,0.0,0.0,128.0,0.0,0.0,0.0,3.0,8.0,12.0,12.0,-1.0,16.0,1.0,0.0,1.0,0.0,9.0,9.0,8.0,12.0,13.0,84.0,13.0,128.0,298788.0,134.0
7323,5.0,0.0,4.0,2.0,0.0,1.0,1.0,37.0,1.0,7.0,4000.0,25.0,19.0,6.0,39761.0,27733.0,369.0,11.0,0.0,0.0,0.0,4.0,8.0,0.0,17.0,14.0,3.0,0.0,4.0,16.0,1.0,1.0,1.0,4.0,8.0,102.0,102.0,2063.0,102.0,4.0,6856.0,3.0,0.0,48.0,24.0,48.0,45.0,19.0,84.0,19.0,16.0,15915.0,2952.0
17542,7.0,6.0,7.0,7.0,5.0,6.0,7.0,24.0,1.0,5.0,1606.0,23.0,20.0,3.0,10631.0,8443.0,400.0,12.0,2.0,4.0,6.0,8.0,8.0,0.0,20.0,20.0,3.0,0.0,2.0,10.0,3.0,4.0,6.0,9.0,9.0,11.0,11.0,-1.0,11.0,2.0,4500.0,2.0,0.0,11.0,11.0,0.0,13.0,13.0,0.0,13.0,10.0,8136.0,2188.0
11778,16.0,10.0,15.0,3.0,10.0,10.0,13.0,31.0,1.0,11.0,1606.0,22.0,17.0,5.0,19137.0,11762.0,50.0,3.0,0.0,5.0,10.0,14.0,14.0,0.0,17.0,17.0,5.0,0.0,3.0,39.0,1.0,6.0,11.0,17.0,17.0,6.0,6.0,-1.0,39.0,1.0,3910.0,2.0,0.0,13.0,13.0,0.0,21.0,84.0,0.0,84.0,19.0,5720.0,1429.0
10595,4.0,1.0,4.0,3.0,3.0,3.0,3.0,22.0,1.0,9.0,1606.0,4.0,1.0,3.0,13978.0,0.0,400.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,16.0,3.0,3.0,3.0,3.0,3.0,12.0,14.0,12.0,14.0,1.0,600.0,0.0,13200.0,4.0,4.0,0.0,4.0,2.0,0.0,0.0,16.0,0.0,1775.0
6349,7.0,0.0,6.0,4.0,0.0,0.0,0.0,27.0,1.0,6.0,1620.0,43.0,35.0,8.0,82213.0,75180.0,250.0,30.0,0.0,0.0,0.0,2.0,5.0,0.0,20.0,16.0,3.0,2.0,4.0,355.0,0.0,0.0,0.0,1.0,4.0,16.0,16.0,1151.0,528.0,4.0,53337.0,6.0,3000.0,39.0,19.0,39.0,67.0,53.0,84.0,53.0,100.0,58372.0,3477.0
4876,16.0,0.0,16.0,5.0,1.0,4.0,10.0,32.0,2.0,30.0,6800.0,46.0,34.0,12.0,51108.0,32360.0,500.0,12.0,0.0,1.0,3.0,15.0,22.0,0.0,33.0,27.0,10.0,2.0,10.0,40.0,0.0,4.0,5.0,16.0,33.0,8.0,8.0,51.0,40.0,1.0,3400.0,7.0,4000.0,5.0,5.0,1.0,16.0,5.0,4.0,5.0,40.0,26353.0,2828.0
36625,7.0,0.0,6.0,3.0,1.0,1.0,2.0,37.0,1.0,5.0,2000.0,34.0,26.0,8.0,29605.0,17607.0,184.0,24.0,0.0,0.0,0.0,0.0,2.0,0.0,23.0,20.0,3.0,1.0,6.0,9.0,1.0,1.0,1.0,2.0,5.0,21.0,73.0,374.0,73.0,1.0,500.0,4.0,2000.0,41.0,24.0,41.0,44.0,13.0,13.0,13.0,9.0,16276.0,795.0
13068,38.0,0.0,36.0,22.0,1.0,2.0,5.0,34.0,2.0,17.0,8500.0,87.0,62.0,25.0,181067.0,142487.0,1.0,32.0,6.0,8.0,12.0,22.0,30.0,0.0,52.0,49.0,13.0,7.0,5.0,46.0,9.0,14.0,17.0,22.0,42.0,7.0,7.0,7.0,7.0,7.0,71034.0,11.0,86517.0,21.0,21.0,10.0,131.0,84.0,84.0,84.0,7.0,130204.0,15505.0
3023,9.0,3.0,9.0,5.0,7.0,7.0,8.0,47.0,2.0,18.0,8000.0,13.0,6.0,7.0,6390.0,0.0,300.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,6.0,4.0,4.0,0.0,5.0,9.0,7.0,7.0,8.0,8.0,8.0,9.0,9.0,-1.0,9.0,4.0,4775.0,0.0,0.0,13.0,13.0,13.0,16.0,2.0,2.0,1.0,9.0,0.0,6291.0
10233,16.0,9.0,14.0,14.0,11.0,11.0,12.0,25.0,1.0,15.0,5000.0,19.0,13.0,6.0,577528.0,36621.0,500.0,1.0,0.0,7.0,9.0,12.0,12.0,0.0,12.0,12.0,5.0,0.0,3.0,32.0,0.0,8.0,11.0,16.0,16.0,35.0,35.0,-1.0,35.0,3.0,4100.0,6.0,0.0,12.0,12.0,0.0,21.0,13.0,0.0,13.0,32.0,34430.0,0.0
25627,11.0,0.0,5.0,7.0,1.0,1.0,1.0,49.0,1.0,13.0,5000.0,19.0,9.0,10.0,57966.0,38605.0,424.0,5.0,3.0,3.0,3.0,3.0,4.0,0.0,6.0,1.0,7.0,1.0,6.0,55.0,1.0,2.0,2.0,3.0,5.0,5.0,5.0,1705.0,14.0,2.0,1000.0,7.0,7000.0,24.0,24.0,17.0,91.0,40.0,40.0,40.0,14.0,19682.0,297.0
3046,12.0,1.0,10.0,8.0,2.0,2.0,2.0,36.0,2.0,9.0,2000.0,50.0,40.0,10.0,188190.0,108856.0,400.0,32.0,3.0,4.0,4.0,6.0,8.0,0.0,24.0,9.0,5.0,3.0,2.0,35.0,1.0,3.0,3.0,4.0,9.0,12.0,12.0,2036.0,12.0,0.0,0.0,5.0,45745.0,24.0,24.0,1.0,109.0,15.0,15.0,13.0,14.0,90976.0,6484.0
17082,4.0,0.0,3.0,4.0,0.0,0.0,0.0,39.0,2.0,3.0,1000.0,39.0,34.0,5.0,77698.0,77698.0,645.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,4.0,0.0,2.0,351.0,0.0,0.0,0.0,0.0,1.0,381.0,381.0,-1.0,381.0,1.0,645.0,5.0,0.0,24.0,24.0,6.0,74.0,53.0,1.0,53.0,351.0,77698.0,0.0
16437,12.0,5.0,11.0,4.0,7.0,8.0,8.0,24.0,1.0,14.0,9451.0,14.0,7.0,7.0,16630.0,14709.0,200.0,1.0,3.0,5.0,5.0,5.0,6.0,0.0,5.0,6.0,4.0,2.0,6.0,12.0,3.0,8.0,8.0,8.0,9.0,12.0,12.0,286.0,12.0,2.0,4250.0,1.0,4000.0,13.0,4.0,13.0,6.0,6.0,30.0,6.0,12.0,6234.0,4700.0
22861,3.0,0.0,2.0,3.0,1.0,1.0,1.0,37.0,1.0,8.0,1500.0,4.0,1.0,3.0,83306.0,60376.0,1200.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,28.0,1.0,1.0,1.0,3.0,3.0,5.0,5.0,-1.0,106.0,1.0,1400.0,1.0,0.0,24.0,24.0,0.0,24.0,66.0,0.0,66.0,28.0,60376.0,2020.0
8238,2.0,0.0,1.0,1.0,0.0,0.0,0.0,31.0,1.0,11.0,2000.0,14.0,11.0,3.0,199830.0,0.0,500.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,10.0,1.0,1.0,0.0,335.0,0.0,0.0,0.0,0.0,4.0,36.0,36.0,38.0,303.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,0.0,5035.0
22471,5.0,0.0,5.0,5.0,3.0,3.0,4.0,40.0,1.0,20.0,1000.0,11.0,6.0,5.0,21444.0,0.0,1200.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,5.0,0.0,3.0,21.0,2.0,3.0,4.0,7.0,7.0,11.0,11.0,-1.0,11.0,1.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,13.0,0.0,813.0
16598,8.0,0.0,8.0,6.0,1.0,5.0,7.0,28.0,1.0,10.0,4000.0,37.0,32.0,5.0,14354.0,0.0,500.0,17.0,0.0,2.0,3.0,8.0,15.0,0.0,30.0,27.0,3.0,2.0,5.0,36.0,0.0,4.0,5.0,11.0,19.0,16.0,16.0,27.0,16.0,1.0,5000.0,0.0,4900.0,10.0,0.0,10.0,0.0,0.0,12.0,0.0,36.0,0.0,10042.0
12030,6.0,2.0,6.0,1.0,1.0,2.0,2.0,70.0,2.0,22.0,10000.0,8.0,3.0,5.0,306585.0,248732.0,1000.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,4.0,0.0,40.0,0.0,3.0,3.0,3.0,3.0,9.0,9.0,49.0,9.0,1.0,7000.0,2.0,182524.0,23.0,23.0,0.0,24.0,84.0,4.0,13.0,31.0,248732.0,3928.0
20064,11.0,0.0,5.0,7.0,0.0,0.0,0.0,35.0,2.0,12.0,1000.0,43.0,31.0,12.0,97743.0,104075.0,400.0,28.0,0.0,0.0,0.0,0.0,3.0,0.0,29.0,11.0,11.0,1.0,8.0,198.0,0.0,0.0,0.0,0.0,5.0,24.0,221.0,24.0,24.0,2.0,5500.0,11.0,500.0,93.0,93.0,74.0,317.0,84.0,53.0,84.0,198.0,65034.0,50.0
4975,5.0,1.0,2.0,3.0,2.0,2.0,2.0,40.0,1.0,27.0,2000.0,12.0,8.0,4.0,9273.0,8663.0,312.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,3.0,0.0,1.0,13.0,2.0,2.0,2.0,2.0,2.0,13.0,13.0,-1.0,13.0,2.0,500.0,2.0,0.0,92.0,92.0,1.0,115.0,84.0,6.0,84.0,13.0,513.0,610.0
14460,39.0,0.0,39.0,8.0,13.0,16.0,27.0,41.0,2.0,13.0,6000.0,81.0,57.0,24.0,188628.0,106393.0,184.0,5.0,0.0,7.0,12.0,30.0,52.0,0.0,54.0,43.0,18.0,6.0,11.0,32.0,0.0,7.0,21.0,37.0,68.0,17.0,17.0,40.0,31.0,3.0,43452.0,4.0,122243.0,24.0,11.0,24.0,32.0,41.0,22.0,41.0,32.0,75718.0,30402.0
28002,6.0,3.0,5.0,5.0,5.0,5.0,6.0,29.0,1.0,27.0,5000.0,8.0,5.0,3.0,6763.0,1702.0,400.0,1.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,2.0,0.0,2.0,6.0,4.0,5.0,5.0,6.0,6.0,7.0,7.0,-1.0,7.0,2.0,500.0,2.0,0.0,7.0,7.0,0.0,8.0,1.0,13.0,1.0,6.0,4701.0,521.0
12653,13.0,0.0,8.0,7.0,3.0,5.0,5.0,40.0,2.0,9.0,1000.0,77.0,63.0,14.0,145393.0,87165.0,431.0,55.0,0.0,2.0,2.0,5.0,8.0,0.0,43.0,13.0,10.0,1.0,6.0,37.0,0.0,4.0,6.0,8.0,14.0,11.0,11.0,-1.0,13.0,2.0,23900.0,5.0,3900.0,22.0,22.0,1.0,52.0,84.0,13.0,84.0,37.0,26670.0,3090.0
35454,10.0,2.0,8.0,6.0,0.0,3.0,3.0,37.0,1.0,17.0,2000.0,15.0,6.0,9.0,75273.0,70931.0,350.0,3.0,1.0,2.0,2.0,3.0,3.0,0.0,4.0,3.0,5.0,2.0,5.0,9.0,1.0,3.0,3.0,3.0,3.0,9.0,9.0,3984.0,9.0,2.0,4900.0,6.0,10949.0,56.0,24.0,56.0,126.0,65.0,84.0,65.0,9.0,68168.0,4342.0
12657,20.0,1.0,20.0,16.0,0.0,5.0,7.0,31.0,2.0,15.0,8000.0,135.0,122.0,13.0,79019.0,59620.0,500.0,88.0,2.0,4.0,7.0,17.0,34.0,0.0,118.0,95.0,10.0,1.0,3.0,21.0,2.0,5.0,7.0,21.0,41.0,9.0,9.0,40.0,24.0,3.0,52103.0,9.0,2800.0,22.0,22.0,1.0,63.0,26.0,19.0,26.0,11.0,17943.0,15089.0
30696,21.0,1.0,20.0,8.0,2.0,3.0,4.0,36.0,1.0,7.0,1606.0,23.0,5.0,18.0,858666.0,426514.0,75.0,1.0,0.0,3.0,3.0,3.0,4.0,0.0,3.0,2.0,5.0,11.0,2.0,46.0,1.0,6.0,7.0,8.0,9.0,31.0,33.0,31.0,33.0,3.0,34410.0,8.0,366477.0,24.0,24.0,0.0,179.0,48.0,0.0,40.0,17.0,430697.0,20837.0
